id	Stato	Regione	Provincia	Comune	value
F170	Italia	Lombardia	Pavia	Mezzana Bigli	571
F175	Italia	Lombardia	Pavia	Mezzanino	577
F181	Italia	Lombardia	Como	Mezzegra	1060
F205	Italia	Lombardia	Milano	Milano	1151601
F216	Italia	Lombardia	Brescia	Milzano	1059
F238	Italia	Lombardia	Pavia	Miradolo Terme	2066
F243	Italia	Lombardia	Bergamo	Misano di Gera d'Adda	1864
F247	Italia	Lombardia	Monza e della Brianza	Misinto	2094
F248	Italia	Lombardia	Lecco	Missaglia	3592
F260	Italia	Lombardia	Lodi	Tavazzano con Villavesco	4143
F267	Italia	Lombardia	Mantova	Moglia	3643
F304	Italia	Lombardia	Lecco	Molteno	1375
F305	Italia	Lombardia	Como	Moltrasio	690
F328	Italia	Lombardia	Bergamo	Monasterolo del Castello	570
F372	Italia	Lombardia	Como	Monguzzo	821
F373	Italia	Lombardia	Brescia	Moniga del Garda	1912
F393	Italia	Lombardia	Sondrio	Montagna in Valtellina	1297
F417	Italia	Lombardia	Pavia	Montalto Pavese	1128
F423	Italia	Lombardia	Lodi	Montanaso Lombardo	920
F427	Italia	Lombardia	Como	Montano Lucino	2093
F434	Italia	Lombardia	Cremona	Monte Cremasco	1519
F440	Italia	Lombardia	Pavia	Montebello della Battaglia	911
F449	Italia	Lombardia	Pavia	Montecalvo Versiggia	800
F471	Italia	Lombardia	Brescia	Montichiari	15593
F532	Italia	Lombardia	Brescia	Monte Isola	637
F547	Italia	Lombardia	Bergamo	Montello	2003
F561	Italia	Lombardia	Lecco	Monte Marenzo	827
F657	Italia	Lombardia	Lecco	Montevecchia	733
F670	Italia	Lombardia	Pavia	Monticelli Pavese	505
F672	Italia	Lombardia	Brescia	Monticelli Brusati	1920
F674	Italia	Lombardia	Lecco	Monticello Brianza	1849
F680	Italia	Lombardia	Brescia	Montirone	2618
F681	Italia	Lombardia	Cremona	Montodine	1195
F688	Italia	Lombardia	Como	Montorfano	1024
F701	Italia	Lombardia	Pavia	Montu' Beccaria	1286
F703	Italia	Lombardia	Varese	Monvalle	913
F704	Italia	Lombardia	Monza e della Brianza	Monza	68330
F705	Italia	Lombardia	Mantova	Monzambano	2911
F711	Italia	Lombardia	Varese	Morazzone	2116
F712	Italia	Lombardia	Sondrio	Morbegno	6310
F720	Italia	Lombardia	Bergamo	Morengo	970
F736	Italia	Lombardia	Varese	Mornago	1861
F738	Italia	Lombardia	Bergamo	Mornico al Serio	1511
F754	Italia	Lombardia	Pavia	Mortara	7760
F771	Italia	Lombardia	Cremona	Motta Baluffi	550
F783	Italia	Lombardia	Milano	Motta Visconti	4285
F786	Italia	Lombardia	Bergamo	Mozzanica	2223
F788	Italia	Lombardia	Como	Mozzate	4396
F791	Italia	Lombardia	Bergamo	Mozzo	3438
F797	Italia	Lombardia	Monza e della Brianza	Muggio'	11435
F801	Italia	Lombardia	Lodi	Mulazzano	2886
F804	Italia	Lombardia	Mantova	Villa Poma	1027
F820	Italia	Lombardia	Brescia	Muscoline	1197
F851	Italia	Lombardia	Brescia	Nave	4519
F864	Italia	Lombardia	Bergamo	Nembro	4633
F874	Italia	Lombardia	Milano	Nerviano	8877
F877	Italia	Lombardia	Como	Nesso	924
F884	Italia	Lombardia	Brescia	Niardo	927
F887	Italia	Lombardia	Lecco	Nibionno	1372
F941	Italia	Lombardia	Bergamo	Ponte Nossa	749
F944	Italia	Lombardia	Monza e della Brianza	Nova Milanese	13387
F955	Italia	Lombardia	Milano	Novate Milanese	11152
F956	Italia	Lombardia	Sondrio	Novate Mezzola	1073
F958	Italia	Lombardia	Como	Novedrate	1313
F968	Italia	Lombardia	Milano	Noviglio	2008
F989	Italia	Lombardia	Brescia	Nuvolento	1915
F990	Italia	Lombardia	Brescia	Nuvolera	2212
G001	Italia	Lombardia	Brescia	Odolo	1166
G004	Italia	Lombardia	Cremona	Offanengo	2633
G006	Italia	Lombardia	Brescia	Offlaga	2798
G008	Italia	Lombardia	Varese	Oggiona con Santo Stefano	2041
G009	Italia	Lombardia	Lecco	Oggiono	4360
G025	Italia	Lombardia	Como	Olgiate Comasco	4346
G026	Italia	Lombardia	Lecco	Olgiate Molgora	3027
G028	Italia	Lombardia	Varese	Olgiate Olona	5611
G030	Italia	Lombardia	Lecco	Olginate	3617
G040	Italia	Lombardia	Lecco	Oliveto Lario	530
G047	Italia	Lombardia	Cremona	Olmeneta	530
G056	Italia	Lombardia	Como	Oltrona di San Mamette	970
G061	Italia	Lombardia	Brescia	Ome	1911
G074	Italia	Lombardia	Brescia	Ono San Pietro	518
G078	Italia	Lombardia	Milano	Opera	9328
G096	Italia	Lombardia	Lodi	Pieve Fissiraga	777
G103	Italia	Lombardia	Varese	Origgio	3178
G107	Italia	Lombardia	Lodi	Orio Litta	1525
G108	Italia	Lombardia	Bergamo	Orio al Serio	999
G116	Italia	Lombardia	Monza e della Brianza	Ornago	2028
G126	Italia	Lombardia	Como	Orsenigo	1030
G149	Italia	Lombardia	Brescia	Orzinuovi	10837
G150	Italia	Lombardia	Brescia	Orzivecchi	1941
G159	Italia	Lombardia	Bergamo	Osio Sopra	2484
G160	Italia	Lombardia	Bergamo	Osio Sotto	6879
G161	Italia	Lombardia	Lecco	Osnago	2322
G166	Italia	Lombardia	Lodi	Ospedaletto Lodigiano	1118
G170	Italia	Lombardia	Brescia	Ospitaletto	9335
G171	Italia	Lombardia	Lodi	Ossago Lodigiano	962
G179	Italia	Lombardia	Brescia	Ossimo	766
G181	Italia	Lombardia	Milano	Ossona	1649
G182	Italia	Lombardia	Como	Ossuccio	802
G185	Italia	Lombardia	Cremona	Ostiano	1615
G186	Italia	Lombardia	Mantova	Ostiglia	4750
G194	Italia	Lombardia	Pavia	Ottobiano	533
G206	Italia	Lombardia	Milano	Ozzero	563
G213	Italia	Lombardia	Brescia	Padenghe sul Garda	2111
G217	Italia	Lombardia	Brescia	Paderno Franciacorta	2184
G218	Italia	Lombardia	Lecco	Paderno d'Adda	1950
G220	Italia	Lombardia	Milano	Paderno Dugnano	28700
G222	Italia	Lombardia	Cremona	Paderno Ponchielli	700
G223	Italia	Lombardia	Lecco	Robbiate	2898
G233	Italia	Lombardia	Bergamo	Pagazzano	1150
G248	Italia	Lombardia	Brescia	Paitone	870
G249	Italia	Lombardia	Bergamo	Paladina	1548
G259	Italia	Lombardia	Bergamo	Palazzago	1582
G260	Italia	Lombardia	Cremona	Palazzo Pignano	2468
G264	Italia	Lombardia	Brescia	Palazzolo sull'Oglio	12711
G275	Italia	Lombardia	Pavia	Palestro	1018
G295	Italia	Lombardia	Bergamo	Palosco	2878
G306	Italia	Lombardia	Cremona	Pandino	5332
G316	Italia	Lombardia	Milano	Pantigliate	3959
G324	Italia	Lombardia	Milano	Parabiago	13458
G327	Italia	Lombardia	Brescia	Paratico	2921
G329	Italia	Lombardia	Como	Pare'	740
G342	Italia	Lombardia	Pavia	Parona	879
G346	Italia	Lombardia	Bergamo	Parre	1013
G361	Italia	Lombardia	Brescia	Passirano	3341
G368	Italia	Lombardia	Lecco	Pasturo	950
G385	Italia	Lombardia	Milano	Paullo	7172
G388	Italia	Lombardia	Pavia	Pavia	42051
G391	Italia	Lombardia	Brescia	Pavone del Mella	1413
G407	Italia	Lombardia	Brescia	San Paolo	2549
G412	Italia	Lombardia	Bergamo	Pedrengo	2555
G417	Italia	Lombardia	Mantova	Pegognaga	3655
G418	Italia	Lombardia	Bergamo	Peia	548
G431	Italia	Lombardia	Sondrio	Poggiridenti	852
G448	Italia	Lombardia	Lecco	Perego	547
G469	Italia	Lombardia	Cremona	Persico Dosimo	1749
G483	Italia	Lombardia	Cremona	Pescarolo ed Uniti	688
G485	Italia	Lombardia	Lecco	Pescate	1035
G488	Italia	Lombardia	Milano	Peschiera Borromeo	12702
G502	Italia	Lombardia	Milano	Pessano con Bornago	4346
G529	Italia	Lombardia	Brescia	Pezzaze	646
G536	Italia	Lombardia	Cremona	Piadena	1942
G546	Italia	Lombardia	Brescia	Pian Camuno	2929
G549	Italia	Lombardia	Brescia	Piancogno	2641
G558	Italia	Lombardia	Cremona	Pianengo	1712
G564	Italia	Lombardia	Bergamo	Pianico	795
G572	Italia	Lombardia	Sondrio	Piantedo	694
G576	Italia	Lombardia	Sondrio	Piateda	1093
G603	Italia	Lombardia	Cremona	Pieranica	730
G612	Italia	Lombardia	Pavia	Pietra de' Giorgi	1029
G633	Italia	Lombardia	Mantova	Pieve di Coriano	643
G634	Italia	Lombardia	Milano	Pieve Emanuele	15460
G639	Italia	Lombardia	Pavia	Pieve del Cairo	1010
G647	Italia	Lombardia	Cremona	Pieve d'Olmi	606
G650	Italia	Lombardia	Pavia	Pieve Porto Morone	1336
G651	Italia	Lombardia	Cremona	Pieve San Giacomo	807
G671	Italia	Lombardia	Pavia	Pinarolo Po	897
G686	Italia	Lombardia	Milano	Pioltello	30816
G710	Italia	Lombardia	Brescia	Pisogne	3866
G717	Italia	Lombardia	Mantova	Piubega	800
G718	Italia	Lombardia	Sondrio	Piuro	771
G721	Italia	Lombardia	Cremona	Pizzighettone	2998
G753	Italia	Lombardia	Mantova	Poggio Rusco	4130
G772	Italia	Lombardia	Milano	Pogliano Milanese	4408
G774	Italia	Lombardia	Bergamo	Pognano	811
G779	Italia	Lombardia	Brescia	Polaveno	1127
G801	Italia	Lombardia	Brescia	Polpenazze del Garda	1332
G815	Italia	Lombardia	Brescia	Pompiano	2684
G816	Italia	Lombardia	Mantova	Pomponesco	630
G818	Italia	Lombardia	Brescia	Poncarale	2742
G829	Italia	Lombardia	Sondrio	Ponte in Valtellina	1130
G844	Italia	Lombardia	Brescia	Ponte di Legno	1709
G847	Italia	Lombardia	Como	Ponte Lambro	2245
G853	Italia	Lombardia	Bergamo	Ponteranica	2568
G856	Italia	Lombardia	Bergamo	Ponte San Pietro	6458
G859	Italia	Lombardia	Brescia	Pontevico	4151
G862	Italia	Lombardia	Mantova	Ponti sul Mincio	1495
G864	Italia	Lombardia	Bergamo	Pontida	1169
G867	Italia	Lombardia	Bergamo	Pontirolo Nuovo	2747
G869	Italia	Lombardia	Brescia	Pontoglio	5374
G889	Italia	Lombardia	Como	Porlezza	2150
G895	Italia	Lombardia	Pavia	Portalbera	828
G906	Italia	Lombardia	Varese	Porto Ceresio	1064
G907	Italia	Lombardia	Varese	Porto Valtravaglia	869
G917	Italia	Lombardia	Mantova	Porto Mantovano	8363
G955	Italia	Lombardia	Milano	Pozzo d'Adda	3358
G959	Italia	Lombardia	Brescia	Pozzolengo	1952
G965	Italia	Lombardia	Milano	Pozzuolo Martesana	3824
G968	Italia	Lombardia	Bergamo	Pradalunga	1774
G977	Italia	Lombardia	Brescia	Pralboino	2066
G993	Italia	Lombardia	Sondrio	Prata Camportaccio	1165
H020	Italia	Lombardia	Bergamo	Predore	1162
H026	Italia	Lombardia	Milano	Pregnana Milanese	3665
H028	Italia	Lombardia	Lecco	Premana	500
H043	Italia	Lombardia	Brescia	Preseglie	765
H046	Italia	Lombardia	Bergamo	Presezzo	2427
H055	Italia	Lombardia	Brescia	Prevalle	4168
H063	Italia	Lombardia	Lecco	Primaluna	676
H078	Italia	Lombardia	Brescia	Provaglio d'Iseo	3555
H086	Italia	Lombardia	Brescia	Puegnago sul Garda	1674
H091	Italia	Lombardia	Bergamo	Pumenengo	990
H094	Italia	Lombardia	Como	Pusiano	527
H123	Italia	Lombardia	Mantova	Virgilio	6641
H129	Italia	Lombardia	Mantova	Quingentole	953
